user_url,user_name,user_city,user_rating,user_review
/user_details?userid=wW72FaqNPv6pdBC6AUqvcA,Hilary K.,"Vaudreuil-Dorion, Canada",5 star rating,"Well this was a 1 1/2 month long waiting period to get a booking at this fine establishment.At last, we got our day reserved to try. We booked inside seating as weather in September is quite unpredictable but their terrace was marvellous. It was quite nippy tonight but they have these grandiose heaters on each table to keep you warm and forget the weather that's outside. It's super warm surprisingly. We settled for the inside seating and it was just as wonderful , loved the vibe. As you come in, the kitchen is right near the entrance so you're blasted with all these delicious flavours and scents.Service: exceptional ! They really cater to all your needs always at our service. The food came out super quickly.. and the waiter Mark is a Gem. He made sure all our requests were answered from start to finish.I enjoyed having our utensils switched after every meal wonderful service !Food: To DIEEEE FOR ! I had the Mediterranean Sea Bass and all I can say it was the best fish dish I have had ..in a super long time. The cook was Perfection .. and Screwing up fish is soooo easy to do but this was beyond perfection I was mesmerized.We had a few side dishes super deelish as well.. their cuisine is super unique as it's authentic Syrian food. Everything we ate here was beyond and whoever is the chef definitely needs to stay.If you're thinking on coming here I strongly suggest you plan ahead and book a month in advance as it was super difficult to get a reservation before then. They're always fully booked due to maximum capacity with all the covid stuff Nonetheless, it was quite a surprising treat! Definitely recommend it !"
/user_details?userid=x2rtzRsNrJtnKLwUa9dp1g,Mary H.,"Lachine, Canada",3 star rating,"I would give 4* for the food but the price is too expensive for what you get so have to give 3* for overall rating.The food actually taste pretty good overall and service was great. Our waiter was very attentive and when we asked for a wine suggestion to go with our meal, he recommended a very affordable bottle and didn't oversell us.They make their own pita bread in-house so they always arrive hot and fresh at your table.My friend and I opted to share a seabass for the main course. When asked about the price, the waiter said $78...ok fine. When the plate arrived, it was only 2 fish fillets. I expected for that price that they would have served me the entire fish to confirm that the fish was fresh and then removed the meat for us or something. Very disappointed...how would I know you didn't serve me frozen fish fillets?Also have to say that during the pandemic, I didn't see any social distancing of tables inside the restaurant so was also disappointed that the restaurant didn't take good precautions to keep customers safe.Food was good but not wow for the price. Service was very attentive so if you want to bring a date to a nice restaurant and don't mind paying $$$ than sure go there.Many have told me that there are plenty of restaurants with better food but much more affordable...now that I've been, I confirm!"
/user_details?userid=y1zfQdoyyKaSIjIW3jV0Wg,A M.,"Outremont, Canada",4 star rating,"Damas is really great but just that tad overpriced that makes it impossible to give 5 stars. Especially the lamb chops that are almost double the price as anywhere else in town.It's still an amazing restaurant, just a tad much. The wine list is also so-so, no standout bottles in the upper range and in the more normal ranges the most interesting wines are from Lebanon, the rest is not special. Again also overpriced.The food (all dishes) are really good, it's just a shame that the price range makes it so pretentious."
/user_details?userid=U1vl4SQzO3wTAWlYVnSjnw,Justine S.,"Outremont, Canada",5 star rating,"I've never eaten somewhere quite like this. The attention to detail, presentation, service, cleanliness, and overall experience is so intentional and purposeful. They genuinely have a great restaurant and they want you to have a great time. My family and I came here for my birthday and we opted for the tasting menu which has like 10 services. I can't even begin to tell you what we ate, but we ate so much we all wanted to die at the end of the meal. They kept serving us delicious meal after delicious meal, we had to take the last 2 services to go! If you're a fan of hummus, grilled meats, fish, cheese pastries, fattoush salad, and so on, this place will satisfy you and then some. Everyone is so polite and wonderful and patient. An absolute amazing experience here and I would recommend to anyone."
/user_details?userid=c2Sv-_IJn8mK-f0QGZdReg,Todd C.,"Montreal, Canada",5 star rating,"The food at Damas is every bit as good as it's rumored to be. This is not the kind of place that I would frequent as it's off the beaten path, it's fairly expensive and the service (while excellent) was missing the kind of personal touch that draws me back to my favorite places. We opted for the early seating (5:00) on a Saturday night which might have been a mistake as several crying babies interrupted an otherwise cool vibe, maybe a later seating would work better for me. Anyway, we opted for the smaller tasting menu ($95 per head with roughly 5 services) and passed on the wine pairing. The sommelier diplomatically steered me away from a potentially poor choice and suggested a nice Italian white. I was seated next to a table that opted for the wine pairing and the selections looked great so I will opt for that service if I return.As I mentioned, the food was great. The service started with a shared salad and 4 dips/spreads that featured a variety of textures and flavors. The seafood dishes were also great with a crisp skinned sea bass and large shrimps, both of which were cooked perfectly. The meat dishes featured lamb shoulder (too gamey for my taste), chicken skewers and a fantastic grilled steak over hummus. We were absolutely stuffed at the end and really couldn't finish.Total tab for two was about $400 including tax and tip."
/user_details?userid=rn2Xc64E2-FMyauKcOT0-Q,A N.,"Montreal, Canada",3 star rating,"I was invited to dinner and we had the tasting menu. Long before the COVID, I have to say it has a lovely ambiance. Staff are superb and the restaurant is lovely and quaint. The food is lovely and tasty with all the different spices and varieties of vegetables and meat. We had non alcoholic cocktails! However it is quite pricey. For a group of 4 partners had wine it was over $400 . So be prepared to pay for what your getting .. not somewhere where I would frequent but it certainly was an experience."
/user_details?userid=c4lTZbA8NeZBgB1YYB6Izg,Julie C.,"Montreal, Canada",4 star rating,"Our first dinner out after the pandemic! It was fabulous. It was my partner and my first visit to Damas (a beautiful "" hidden gem "" in Outremont). Beautiful atmosphere and we loved how they added more trees/plants indoors to help with the COVID-19 spacing; very classy and efficient!We were advised to not go with the prix fix menu by some friends and I don't regret it. I think the prix fix menu is great since you get to try more variety but it is a bit on the pricier side. We had the fattouch salad, mouhammara, labneh zaater and the beet zabbal to start and shared the Mnazlé which is lamb stuffed eggplant with pinenuts and tomato sauce. Personally I loved the beet zabbal and absolutely adored the lamb stuffed eggplant. I'd order these two on my next visit and would like to try other items on the menu as well.Price was a bit high but we were absolutely *stuffed* and the flavour of each bite and the portion size was quite generous. I would most likely return. Atmosphere 4.5/5Service 4/5Food / quality 5/5Value / price 3.5/5Overall: 4/5"
/user_details?userid=iVXISIgh-unsJz57-qOHTQ,Sheryl L.,"Candiac, Canada",4 star rating,"I've heard a lot of good things about this place and I was even more excited to taste it because I've never had Syrian food before. As you enter you feel like you're being transported into the Syrian culture, beautiful chandeliers the patterns on the wall and even the bathroom was beautifully done.For the entrees we ordered the Pastirma,which is cured beef filet mignon,aged sheep milk with a fried quail egg on top. I absolutely Loved it. The saltiness from the beef and the soft Pitta it rested on with the garlic sauce was phenomenal!We also ordered the Qredes: Argentinian jumbo shrimps with tomato salsa and tarator sauce. You can thé shrimps grilled  or fried we chose grilled. Good size shrimp but I was disappointed with this overall dish. It was very oily, the shrimps tasted a little off. For the main course we got the shish kabab and the shish taouk. The shish kabab beef was very tender and cooked to perfection. The eggplant salad was a little bland but eating it with the other things on the plate compensated for the taste. The Shish taouk chicken and fries were very well seasoned. I very much enjoyed the  garlic sauce it came with. Its similar to what you would get at Amir but more fresh and zesty. I asked for bread so I can make my own wrap,since it wasn't offered to me like the table infront of me.But I think for the future, it's maybe something they can ask people if they want bread along with the shish taouk plate. Overall my  favourite dish was the Pastirma and the least favourite were the shrimps it just completely missed the mark. The service was good, food came in a timely matter. One thing i really liked was when the waiters brought out the food they took a few minutes to explain what was on the dish."
/user_details?userid=bmQLuo8TXU0sm7ttBn77Aw,Drew K.,"Ottawa, Canada",5 star rating,"An absolutely mind blowing culinary experience. Fantastic environment. Superb service. This place is hopping and congrats to them. They have nailed this one. Made reservation for Friday night on Monday. Only 930pm was available.Good sign. Yes, I was completely loaded from the beginning of the dinner till the end. Like super duper high. But I digress....We tried the tasters menu. Every morsel of food, from the Fattoush salad to the plum dessert, was delectable.The fish and the meats section were mouth watering and oh my fucking god pants wetting.The Kibbe and Falafel were perfect. We had lots of cocktails, which were good, and the bill was $400 after tax n tip. Yup, it's one of them and it's worth every fucking dime. This might be one of the best restaurants I've ever been to - everything was just flawless. I cannot wait to go back."
/user_details?userid=2Egv8FVBX-uqsZEsko-Xvw,Joyce L.,"Markham, Canada",5 star rating,"The best part about my montreal trip this year was being able to try out Damas restaurant ! Ordered the dry aged steak, Pastrima, and Samke Herra (sea bass). After a few disappointing restaurants tried out I seriously gave up on any expectations while eating in Montreal, At my lowest point of expectations Damas brought it right back up!  To one of the tastiest old fashions I've had in awhile, to one of the best steaks I've ever had! The sea bass was also a nice touch, but the Pastrima was a little underwhelming. We had the perfect amount of food and left super content! The server payed attention to detail and noticed that I was wandering off to look for the washroom and even guided me to it. When we got the bill he noticed the drink was barely touched since I was super full. He asked whether or not I was unsatisfied with the old fashioned? Even though I said it was great he still took it off our tab. He went above and beyond for us and the food was mouth watering! If I ever go back to Montreal I'll always stop back at Damas for some delicious food!"
