user_url,user_name,user_city,user_rating,user_review
/user_details?userid=vjn7LQjT_lDrbnICrJK5XQ,John G.,"Cambridge, MA",5 star rating,"Absolutely incredible Portuguese grill. I will definitely be back. We tried their grilled chicken, trout, squid, and Portuguese sausage. All of the dishes were outstanding, but we particularly recommend the squid and the sausage dishes. All dishes are served with extremely tasty fries, which are cooked in a small amount of chili oil for flavor.Chili oil also comes on the side (with a marinade brush included), which we appreciated.Next time we go here, we want to try their sardines."
/user_details?userid=9daiDT6xt39HW5pnjzy2bg,Wendy H.,"Toronto, Canada",4 star rating,This place has really good grilled seafood and chicken. Their grilled mackerel was a little bit too salty for me. It was crispy none the less. Their grilled squid was delicious. It was easy to bite into and tasted very fresh. Their grilled chicken was very crispy and tender at the same time. They gave us peri peri Chili sauce and it was delicious to spread it on our chicken. It comes with a side of fries and salad. Their fries were the best fries I've ever had. They were crispy but also not oily at all. They are cut and made in house and each cut was a good size. I could not stop eating their fries! They gave us a lot of fries too. Service was quite slow despite not having a busy night at all.
/user_details?userid=NCBwH9Xx3zNFmH5rk2M_FA,Jermaine H.,"The Beach, Toronto, Canada",3 star rating,"Service was prompt and friendly. Chicken was a little lack luster, too dry for me and sausage over cooked so it was tough. Mussels were nice and fries were ok.Was expecting more."
/user_details?userid=MMOnaaDX0KxM7NHMZ267tw,Gavie V.,"New York, NY",5 star rating,"This place was incredible! I regret not bringing back a jar of their delicious piri piri sauce. Stopped in on our last night and wish I could have returned again. We ordered the chicken and lamb combo with fries and a the grilled shrimp appetizer. Even though I was tired of eating french fries and settled for their salad, I was completely satisfied with my meal. The chicken was charred to perfection and greatly complimented by the sauce.  It was so hard to not keep dousing my chicken in it. The shrimp was also grilled to perfection and although not too special on it's own, the peppers and piri sauce gave it an extra kick to elevate.Will definitely be recommending this place!"
/user_details?userid=ZwQYrsXSVu_QeP_-fkFopg,Fatimah O.,"Carlington, Ottawa, Canada",5 star rating,"Ordered the half chicken breast. It comes with french fries and their amazing chili oil. They also serve it with sourdough bread. The food is so good!!!! you spread the chili oil all over the chicken and fries and I can't wait to go back to Montreal just to have this again! The ambience is so lovely, their service is great and the restaurant is so cute! Definitely go here for the best tasting chicken!"
/user_details?userid=FWo1hSUugKWFQwr5IpCANw,Rabbiya A.,"Montreal, Canada",5 star rating,"This place makes it to my Top Ten favourite food spots in Montreal.We eat here atleast once a week!! Their Rotisserie chicken (fries & salad) comes with this sauce which is a game changer. They sell that separately as well, a jar for $10 and I usually end up taking one home to add to food later. I have tried four other Portuguese places in the area but none of them come close to the experience and taste of Jano'sss!!"
/user_details?userid=bJ9JnroYXtpbIbJBp2zFTw,Jeff S.,"Montreal, Canada",4 star rating,"Tried Tiger shrimp with red peppers and Piri-Piri style sauce; was very flavorful and definitely showed off their grilling expertise. Was just a taste of some take-out, so not much else to review at this point in time."
/user_details?userid=B1MNbmqWjk4BWg2mHVQiCA,Amanda D.,"Mississauga, Canada",5 star rating,"Still 5 stars but I just wanted to say that my second time around was even better! I did get the grilled calamari again but also the shrimp which was DELICIOUS - wish it came with more.The service this time around was FANTASTIC. We had two gentlemen serve us and they were both super friendly, attentive and just overall great at hosting. I will always come back here anytime I am in Montreal."
/user_details?userid=49vEPRdg-6M5zeF_qxvCuQ,Sara A.,"Pointe-Claire, Canada",5 star rating,The food is sooo good specially the  chicken and the steak it's amazing i love it.. the restaurant is so nice and cozy
/user_details?userid=CtBx4yk_QM8ClITgw94TPQ,Simon P.,"Montreal, Canada",2 star rating,"My old man is a fan of this place since he was a child. The problem is, this restaurant hasn't evolved since. The menu is limited and boring. I had the steak - it was undercooked, thin, and uninspired. There was no love in the food. Yeah the chorizo and the spicy sauce are good - but that doesn't make a restaurant. I was bored the whole meal. There are so many other great Portuguese restaurants, I won't go back unless the old man makes me. And then I'd stick to the chorizo and the calamari."
