user_url,user_name,user_city,user_rating,user_review
/user_details?userid=VUS9-ABMF37mbHG5aMaaZw,Gabriella F.,"Montreal, Canada",5 star rating,"Every single item we tried was so good!! Super crispy and moist fried chicken. The biscuit was super buttery, the sausage/corn bread/pecan stuffing tasty and sweet. The Mac and cheese was saucy with a nice cheesy taste. It's rare to find a place where everything is so good. We ordered for takeout, it was ready quickly and the girl was super nice at the window."
/user_details?userid=5HiO4RFBVtAc7EY6w2mmRg,Vanessa V.,"Côte Saint-Luc, Canada",3 star rating,this is too expensive and the service was weird as F***. the fried chicken isnt that good and the mashed potatoes are so bland and meh. and how in the world the dessert is 8.5 plus tx? at a high end restaurant its 10 LOL. i thought it was ridiculous..
/user_details?userid=xg_96kkO-lF9oCc1PzrQgA,Leo L.,"Montreal, Canada",5 star rating,"I am so glad I found this restaurant, and I loved their soul food cuisine here. What a finger-licking experience.I had the pulled pork, sided with a small Mac n' Cheese, one piece of fried chicken and hushpuppies. This combo satiated my crave. I loved their fun selection of sauces. I had to try them all, and I suggest you do too. My favorite was their Tabasco style sauce, followed by their (smoked?) BBQ sauce.For every big meal you need a convenient drink. I accompanied this delight with a Beau's beer, which smoothly joined the feast. Their cocktail and beer selection is tempting for a Dinoysian encounter.Staff was polite, thoughtful and quick. Loved it.Their music taste went well with their décor and the concept. Surely I will be coming back."
/user_details?userid=g-y4Me4bqDz8jwFzX_e17w,Norine A.,"Montreal, Canada",3 star rating,"I came to Dinette Triple Crown with a friend to experience their Kentucky influenced brunch menu. I am a huge fan of Southern cuisine, but I have never tried proper Kentucky styled cuisine. The location is quite convenient if you're driving in- with plenty of street parking. The venue itself is a bit run down- it does have a cabane a sucre kind of feel to it. I ordered the cheese sausage biscuit sandwich was approximately $15 (if I recall properly) 2/5 starts. This dish completely disappointed in presentation, it was served on a tea cup plate (literally not kidding) and there was no sides that came with the sandwich. The sandwich itself was enjoyable but not filling. I definitely would not pay over 10$ for this dish. When I spoke to the staff- I was told that the biscuits and sausage are handmade. They can still throw in a green salad, can't they. So I took the freedom to order more sides including: the mac n cheese- 4/5 (quite good), sweet potato wedges-4/5 (also quite good). The cocktails weren't bad. My friend had the infamous chicken and waffles (3/5) I have sampled better. It's disappointing as I feel the price of items should reflect what you are paying for. I was told the brunch menu is temporary. I am still open to trying out their picnic basket menu (it's seems like a really cool concept to be able to take a picnic basket out to the park that can be returned after dining), but brunch is definitely not on my list."
/user_details?userid=DD4KCmjAdJiJfv6yJcb4Uw,Virginia L.,"Le Plateau-Mont-Royal, Montreal, Canada",5 star rating,By far the best BBQ spot in Montreal peeps. I love coming here and seeing the same staff and having a Kentucky Mule cocktail while I wait for my meal. The ambiance reminds me of an old timey southern diner. The jars of pickled veggies lining the walls adds a special touch along with the owners family photos. I was informed that one of the owners is from Kentucky and he has brought along his love for Bourbon with him.
/user_details?userid=ahgcM5gvEyu8Fg0d1RFnlg,Michelle V.,"Dollard-Des Ormeaux, Canada",3 star rating,"Ask anybody, I'm that type of girl that loves to get her hands on and aren't afraid to get her fingers dirty. Yes, I'm a fried chicken kinda girl and don't ever ask me to eat finger foods with a fork and knife. Also, don't ask me to go to Bird Bar or Fabergé. No thanks. Tell me Popeyes or Mon Ami? Now we're talking. Still gotta checkout Howlin' Ray's in the west coast though. Dinette Triple Crown has been on my list for the longest time ever and how do you start your day on the right foot? By ordering The Big Nasty sandwich- A buttermilk chicken waffle sandwich drenched in a succulent gravy sauce. JUST LOOKATTHIS BEAUTY!As much as this picture is very mouth watering, here is my verdict: Brown meat? Check. Crispy regardless of the gravy? CHECK! But here is the deal breaker for me: The entire dish itself was way too salty. The biscuit was salty, the fried chicken was salty, the gravy was salty.  I'm salty, but this was hella salty. Overall The Big Nasty deserves a solid 6.8/10.Remember, just because it's picture worthy doesn't mean it's worth your money."
/user_details?userid=ii7yC1Md8oyW_a2YJ2bzlA,Michelle N.,"Scarborough, Toronto, Canada",4 star rating,"This is a beautiful take out spot in Montreal, where they offer you picnic baskets for you to enjoy your meal in the park next to the restaurant. We decided to dine in and were seated relatively quickly. We decided to go with the Meat & Threes, which came with fried chicken, mac & cheese and hush puppies. The food was hearty and delicious. My favourite was the hush puppies!! They were crunchy on the outside and soft on the inside and the sauce that was drizzled on it was extremely flavourful. I definitely will come back the next time I am in Montreal."
/user_details?userid=akCG-uYnMqaRR0fr1zpyig,David G.,"Montreal, Canada",2 star rating,"Went here with coworkers and our experience was pretty average. We all ordered slightly different combos but most of us got the fried chicken. It was quite dry, and overcooked, though I liked the seasoning. The Mac and cheese was probably the best part of the meal, though it is a dish that rarely fails. I ordered the fried sweet potatoes as my third side but I guess they forgot to include it into the takeout. I tried my friend's portion and I wasn't missing out on much. Even the moist towelette that came with takeout was dry. For $20 I thought this was really not worthwhile."
/user_details?userid=3FrXYUTywEhmO8rTMq18XA,John J.,"Ville-Marie, Montreal, Canada",5 star rating,"The food here quite literally arouses me. The only thing I don't like is the cornbread because it legitimately tastes like eating a spoonful of sand. Get the fried chicken, hush puppies, sweet potatoes, and mac and cheese :) Desert is awesome too and seems fully made in house (even the whipped cream)You may need an ambulance to take you out of the restaurant though after you suffer from congestive heart failure."
/user_details?userid=xC-q_yh0XwcjRLimkS3RNg,Jonny M.,"Vancouver, Canada",4 star rating,"Picnic dinner + southern comfort food = Dinette Triple Crown. We came for an early Monday dinner. I wasn't expecting the inside to be so small but there's something like 8 seats. Turns out that was the takeout area. Oops. The main dining area is around the corner. The menu is pretty straightforward. Meats (fried chicken, pulled pork and smoked brisket), sandwiches, salad and sides. Their picnic idea is genius! Only unfortunate thing is they're not allowed to pack any open alcoholic drinks. But the park across the street is perfect for enjoying the sun and good eats. - M Jodoin cider ($9.00) - pretty standard cider. Not much to write home about. - Ginger beer ($4.00) - I'm on a ginger beer binge. Pretty good but hands down my fav  was from Agrikol. - Meat & threes ($19.00) - we picked pulled pork, mac & cheese (which counts as two sides) and hush puppies. Pulled pork had a tangy mustard sauce. Good but a bit more tender would have been ideal. Mac & cheese was a good portion to share and liked how it wasn't too heavy. Winners was the hush puppies! You get 6 scrumptious bites of heaven. Make sure to dip into the sauce for extra flavour. Definitely need to come back to try the fried chicken. Love the originality of their picnic idea. Matches well with the food they're putting out."
/user_details?userid=iKL3S5TBIZ8RtNOQG599pg,Brittany L.,"San Diego, CA",5 star rating,"OKAY THIS IS THE BEST BBQ PLACE EVER! I literally was inlove with everything I ate ESPECIALLY the Brussels sprouts that they are currently selling at a seasonal dish. Man you need to order that if it's still on the menu, it's definitely a MUST! I'll start off with my experience. My friend brought me here while I was on vacation we walked into the main room for breakfast/brunch time and it was full of people family style eating, the waiter told us to go next door which as their other side to the resturant & we did and it was a more of intimate feel as if we were at someone's house and small. Our waiter knew her stuff and answered all the questions and recommend some great  things and was honest about others. She's actually the one who recommended the Brussels sprouts but I wanted to get something else but I trusted her and man am I ever happy I did! ... we got our food and drinks and me and my friend felt like we were in heaven! You have to order the Mac n cheese, fried chicken, Brussels, hush puppies AND biscuit. We literally licked our fingers it was so good! Every time I go back to visit Montreal I will DEFINITELY Becoming here I just wish my own city had one! But then again maybe not becuase I'd gain like 50lbs from eating there every week hahaha!"
/user_details?userid=9MD2Ry2jQ08z1_4VKpEmfQ,Kate G.,"Mercier-Hochelaga-Maisonneuve, Montreal, Canada",5 star rating,"UPDATE: this place does picnic baskets in summer and they're INCREDIBLE also I finally tried the mac & cheese. It's excellent. Although my mac & cheese vote might still go to Cafe Resonance, this place is a very close second!"
/user_details?userid=_K9sKlA4fVkWI4hyGSpoPA,Robert G.,"Clackamas County, OR",3 star rating,"Dinette Triple Crown is getting 3 stars from me and that might be generous.  I see the overwhelming number of 5 stars and, after eating there, it causes me to shake my head.I expected this place to be on the Plateau or up in Ahuntsic or over in Villeray.  Instead, it is pretty much on the southwestern fringe of Little Italy, on Rue Clark.  I took a look at the place and got the feel once inside, based on the physical plant, the clientele, and the employees, and knew it was all about concept.  In this case, the concept is to bring Southern (comfort) food up to Montreal and make it hip and cool.Once inside, it isn't all that nice (picnic type tables) and the employees were sort of aloof.  They were on point as far as you getting your order in and answering your questions.  The food also arrived in a timely manner.I ordered a brisket type platter, with accompaniments such as beans and coleslaw.  Dressings and sauces to make what I had niftier were also added to the platter and its presentation.  However, the brisket wasn't cooked to my liking, I didn't exactly like its coloring, and there wasn't enough of it.  The other items, save the sauces on them, were also sort of unremarkable and I felt the prices were too high for what you got.I've gotten better food of this genre in Houston for less money (after the currency conversion) and more of it.  So, for being sort of bland, not offering much in the way of a comfortable eatery, and for the uniform sullenness, I should give Dinette Triple Crown 2 stars, as a few others have been brave enough to go against groupthink and do.  However, giving them the benefit of the doubt, largely based on seeing dishes being delivered that seemed to have more food on them and keeping some folks happy, I'm going to say that Dinette Triple Crown could eke out 3 stars.  I doubt I'll be going back to find out."
/user_details?userid=U1vl4SQzO3wTAWlYVnSjnw,Justine S.,"Outremont, Canada",5 star rating,"I've been wanting to try this place out for so long. Southern comfort food is my JAM. Fried chicken, mashed potatoes and gravy, MAC AND CHEESE, biscuits, the menu is sublime, packed with so much goodness. Service is really fast. I called for a pickup of five meals and the lady told me it would be ready in 15 minutes! That's hella quick! They're so nice and hospitable when they welcome you (oh that southern charm).The food is AMAZING. Honestly, could not get any better. I loved everything I tried, and it was a lot! (mac and cheese, fried chicken, mashed potatoes, biscuit, hushpuppy)I would order the mac and cheese without the green onions, but otherwise a very solid candidate for best mac and cheese in town."
