user_url,user_name,user_city,user_rating,user_review
/user_details?userid=wW72FaqNPv6pdBC6AUqvcA,Hilary K.,"Vaudreuil-Dorion, Canada",5 star rating,"Discovered this beautiful place tonight. We came here for my gf Birthday dinner. It was really delicious and exquisite experience. We were a huge group of 15 people.. I felt super worried about the service and the staff seemed a bit overwhelmed but they delivered greatness! The ambiance was very intimate and small but still lots of tables around to enjoy They made sure that all of us didn't come home hungry! The menu is pretty awesome and lots of food options ! I wasn't in the mood for sushi but definitely changed my mind after I saw other people having it and my mood kicked in suddenly craving for sushi I enjoyed their miso soup it was amazing and delicious fresh just not much tofu so the dish itself was good just missing some tofu in my bowl! Seasoned great thoughMy husband and I decided to share The teriyaki chicken dish .. it was really great . Only thing was the Chicken was a bit dry but the tempura veggies and house salad definitely tasted fresh and amazing.The maki sushis was wonderful 5/5 16pieces pretty tender and very fresh. Thick pieces of avocado and salmon with high end grade sushi grade fish. pretty impressed!Overall the service was attentive and wonderful .. we got our food very quickly even though we were a lot in our group they were able to set up an ordering system into different groups so we could all order effectively.. seemed like it wasn't their first rodeo and are very well prepared for huge groups.Totally recommend this place in general and will be back for sure, their known for their sushi and are one of the best I've tasted in a while very much recommend it Cheers"
/user_details?userid=QHy3WKG8XeWj2JJ7Adb1zA,Celine H.,"Laval, Canada",4 star rating,"During covid-19, resto was opened for online ordering and takeout. Less choices than in person but considering the circumstances, service is quick and efficient and we had a great meal! They were clean and gave us the order thru the window!"
/user_details?userid=RwQUv7Cn61gTkPXcytSrSQ,Amy Yu T.,"Montreal, Canada",5 star rating,"This is my fav neighbourhood sushi place. I go once every two weeks and I've never had a bad experience. Fish is always fresh, and the sushis always taste good. The fish selection is more elaborate than other small restaurants (squid, crab) and for the same price as other generic sushi restaurants, you get better tasting and fresher sushis. Def my go-to sushi place.Also, the sushi portions are very generous here."
/user_details?userid=Pc4LV-N3MHSzv3UO_9hY3Q,Mitzi W.,"Alameda, CA",5 star rating,"Party of 5 ordered this awesome sushi platter for 4 along with salmon salads and udon. Awesome!  And huge portions!  My cousin and his family come here all of the time and probably us. If we lived here, we would be coming all of the time too!"
/user_details?userid=VseHlPAVhHbNZqyl_zRKBQ,Stephanie C.,"Pierrefonds-Roxboro, Montreal, Canada",4 star rating,"Kyoto is a hidden gem, that serves delicious fresh sushi.It's a very cozy Japanese restaurant, perfect for a date or even a family dinner. We took the maki combo for 2 people and added extra sushi rolls, which you can order à la carte. The portions are perfect, the prices are affordable and the wait time was decent for what we ordered and considering the restaurant was full. The sushi was delicious, and you can definitely taste the freshness of the ingredients.Extra tip: if you plan on coming during a Friday or Saturday evening, reserving ahead of time would be a good idea as the place can be full."
/user_details?userid=06DGEjMQmKha7xmiYuzk4g,Stephen D.,"Halton Hills, Canada",1 star rating,Showed up at 21:20 with a 21:30 close time.  Wouldn't seat me... even for sashimi.  Said kitchen closes at 21:00.
/user_details?userid=N-JmnZVOF7n71lRWoRFR2Q,Em N.,"Montreal, Canada",5 star rating,"I have been going there for years, and I could tell you with all sincerity it's one of the best authentic Sushi restaurants in Montreal. No Fancy fusions, only well balanced, well prepared, Japanese Sushi.The chef is the only one who makes the Sushi. He prepares each piece in such a meticulous and precise manner, which can take a little bit of patience when you're eagerly awaiting your meal. But waiting should never be an issue at Kyoto, knowing that the final result is nothing less than a skilful and masterly composed dish of perfection. So don't expect it to be done in 5 min.""Nothing but the best"". If they don't have it fresh they wont serve it. If a certain fish was out of season or simply not up to the chefs rigorous standards of freshness. It will be removed off the menu, and Although I might have been looking forward to that specific sort of Maki, I find comfort in knowing that ""Mr. Chef Kyoto"" only uses the best ingredients. Besides, variety isn't whats missing.I brought many friends to this place along the years and even if some of them disliked Sushi, or ran the other way at the thought of eating raw fish. This place has made it easy to make converts of all of them. they've all adopted Kyoto as a reference of what Sushi outside Japan should taste like. (NO More Kanda)The ambiance is exactly what I need when I want to have a relaxing meal with a few friends, or a romantic evening with my girlfriend enjoying some wonderful and artfully crafted Maki, Onigiri, Sashimi, Temaki, Karaage, Tempura...etc. Some Jazz playing in the background and a good Kieran Ichiban beer, what more can you ask for.I always feel welcome by Mrs. & Mr. Kyoto. Unfortunately I don't know their real names, and foolishly never thought to ask, but that never stopped their customary in synced greeting of Hello and Goodbye. Making you feel remembered and appreciated.FYI, I felt I needed to clarify what I read from other reviews. Despite what some people might think, you do not need to be Japanese to make great Sushi. I don't know if this misrepresentation of his ethnicity is an issue for the owner but I felt like I needed to stress this fact."
/user_details?userid=2QNRQ3Ndy51hDixJ3uCxzw,Peiyao X.,"Côte-Des-Neiges—Notre-Dame-De-Grâce, Montreal, Canada",5 star rating,Super fresh and delicious. Good portion. Need to make a reservation on weekends. Always full. Definitely my go-to sushi place.
/user_details?userid=wzY7hmy0VDqC8Dc8_-5-fA,Xinyue C.,"Montreal, Canada",5 star rating,"If you are looking for an authentic Japonese restaurant, that serves fresh sushi, this is definitely the place to be.This restaurant serves probably the best sushi and ramen in town. All the foods come fresh and prepared with great care.The owner of the restaurant, who is also the chief, demonstrates great passion in the art of making delicious food.The food is little bit pricey, but it definitely worth every cent spent!"
/user_details?userid=1aRXamL4PHcLKDfz21MBQw,Nas M.,"Ahuntsic-Cartierville, Montreal, Canada",5 star rating,They have the best sushi in the town with the great service. I would highly recommend
