user_url,user_name,user_city,user_rating,user_review
/user_details?userid=nR7JsHt9F_Jg9qThzImvtw,Maxime L.,"Montreal, Canada",5 star rating,Real & good authentic Thai food.We tried the delivery before the re-open during pandemic & the food was really good.
/user_details?userid=BC6AD9WEjW30mEa-N-7SbQ,Rebecca P.,"San Francisco, CA",5 star rating,"I have been reviewing this everywhere I can because they're just that good. I sent them a nice note on my delivery order during Covid 19 (yes, they're open!) and they sent me back a lovely bag covered in notes, with extra goodies inside! Their mango sticky rice was an absolute stand out, and the vegetarian Pad Thai and pineapple rice were excellent as well. Excellent food, excellent customer service. Can't wait to try their cocktail menu once this whole thing is over with!"
/user_details?userid=oTXacfmCLz9mev6KORIfEQ,Anna C.,"Montreal, Canada",4 star rating,"Pamika was my last restaurant meal before covid-19 measures took place. I really enjoyed their food but unfortunately their service was off that night.Cocktails were excellent, definitely worth ordering! Anyone that loves spicy food is going to love Pamika. Their papaya salad was super spicy and delicious. We ordered the chicken brochettes were really good, they were on he sweet side and balanced out the rest of our spicy meal well. Our favorite dish was the chicken curry, it was spicy, creamy and umami. I would order it again and again! Pad Thai was also good but nothing special.Service wasn't great that evening. The staff was friendly but they weren't attentive. They brought us the green curry to share but without any bowls and it took us at least 10 min to get someone's attention. We also needed a spoon and another napkin at some point and couldn't flag anyone down. They were really busy that evening, probably an off night"
/user_details?userid=IMHvG_ysz6akYIM-GO18kg,Andrea D.,"Le Plateau-Mont-Royal, Montreal, Canada",5 star rating,Impressed once again at this trendy yet authentic Thai restaurant. We shared : Tom ka soup : flavourful coconut / ginger / lemongrass / chicken /soup. Perfect for hot weather 5/5Shrimp pad Thai: always delicious here. Flavours are balanced and noodles are al dente 5/5Beef Penang red curry: thick creamy sauce with thin beef slices. 5/5 Lived in Thailand for 18 years and this took me back home. Would recommend for sure.
/user_details?userid=MWCPUFk-fnNXehPosCtwHA,Geneviève F.,"Montreal, Canada",4 star rating,"Very much enjoyed my meal (delivered)! - Vegetarian Tom Kha 3.5/5- Beef Panaeng 4/5- Chicken Green Curry 4.5/5- Rice 4.5/5The Tom Kha felt like it lacked a bit of depth, but generous amount of vegetables and tofu. The Beef Panaeng was tasty, wish there was a bit more vegetables. The Chicken Green curry was unique, loved the winter melon! This was my favorite. Would have liked extra vegetables. The rice & consistency was good! Will order again and explore the menu. It is promising!"
/user_details?userid=9MD2Ry2jQ08z1_4VKpEmfQ,Kate G.,"Mercier-Hochelaga-Maisonneuve, Montreal, Canada",4 star rating,"Easily the BEST Thai I've had in Montreal - but so expensive?!?I paid about $25 for a rendang beef that was so good that I would take a bath in the sauce, but even for the best rendang beef I've had in my life, TWENTY FIVE DOLLARS is an insanely high cost to pay. It wasn't even that much beef - I'd say a normal amount, it wasn't stingy, but for $25... idk, I would expect a whole damn steak for that, and it definitely wasn't  And it didn't even come with rice!But let's talk about the rest of it. I was introduced to riceberry rice, since it came free with my order, and it was FAN. TASTIC. A little crunchy, a little chewy, extremely savoury and sweet at the same time - I can't wait to try it again. I would even be tempted to order extra to use in a salad the next day. A friend of mine basically DEMANDED that I try the mango and coconut sticky rice dessert, and he was right. You NEED to try this. The softness of the fresh mango mixed with the sticky rice texture, and topped with a light, sweet coconut sauce - if your mouth isn't already watering, you may be dead. Or allergic to one of the ingredients. Or maybe not a dessert person. I won't judge. Honestly, I love love LOVE this place, I just think that it's one of the most egregiously expensive restaurants in Montreal, so I'm saving it for special occasions. But I'm excited to get to try it again when I can!"
/user_details?userid=yERJfPKhhU49aJAJ6DvqEg,Sian D.,"Kirkland, Canada",5 star rating,"I tried Pamika Thai before trying Mae Sri (another one of the Chef's restaurants) and it was why I was so excited for Mae Sri. This place is great! The decor is gorgeous, especially in the summer when you're seated on the terrace and enveloped by the wood structures and beautiful trees. On top of the amazing ambiance, their food is delicious. This was my first time trying green curry and my oh my oh my! It was out of this world. The flavour is completely different from anything I've ever tasted. But it is so incredibly delicious. The mixture of coconut milk and curry paste is comforting but exciting at the same time (not even sure if that makes any sense??). I've been so intrigued with this dish that I've gotten it three times in the last month (that gives you an idea of how good it is!!). All in all, the portion sizes are great, the service was fast, the servers are really sweet, and the food is incredible. The drinks are a bit funky, but I think it's because I'm not used to these types of flavours. Out of all the drinks, I recommend the one with the pineapple (I forget the name). Needless to say, go here!"
/user_details?userid=6btMczuTVuoJnmarbkWP_A,Lo C.,"Toronto, Canada",5 star rating,"I am overall so very impressed by Pamika. This was a great referral by friends who have stopped by in Montreal.AMBIANCE: 4/5I love how the restaurant is decorated and the vibes it gives off. The interior is dim but has authentic (looking) designs around the restaurant. I was comfortable in seating, with the tables being clean and other parties further apart (no overcrowding here!)FOOD: 5/5We ordered:1. Chicken Satay: The chicken was great quality, gently charred, and the dipping sauces were A+. 2. Pad Thai: I LOVED this. The pad thai was delicious. It was tasty without being saucy. There was a generous amount of chicken. Tip: SQUEEZE THE LEMON.3. Pineapple Fried Rice: Lots of pineapple and chicken in the dish. They serve it to you in pineapple that's split in half. SERVICE: 5/5The servers here are so friendly! Speaking both French & English it was easy to communicate. Our server was also the bartender and right away he told us if we needed anything we just need to wave to him at the bar - which we didn't because he diligently checked up on us.What was outstanding though was the manner the manager handled a disgruntled party. There was a table quite close to us (and quite loud) that had problems starting from when they were being seated down. The original waiter had so much difficulty with them that the manager took over. She was patient and calm, while working towards a resolution (including seating problems, misunderstanding the menu)OVERALL; 5/5This will be a main stop for me when I head back up to Montreal again. MAKE RESERVATIONS."
/user_details?userid=za-_E0w58gRS2_9mHicmkQ,Li S.,"Montreal, Canada",5 star rating,"Looking for authentic, delicious, we'll balanced made with love Thai food...this is your spot. I highly recommend ordering a bunch of dishes and sharing to try as much as you can since everything was tasty. Service was great, portions were generous, wasn't too expensive, not pretentious, family friendly, great ambiance and original cocktails. Overall amazing experience and dinning."
/user_details?userid=97YdD8tkMkUSvGUw6_u4GQ,Rebecca C.,"Oakland, CA",5 star rating,"4.5 stars. Great Thai place reminding me of some of best thai food in Paris. In contrast of the American version, it's not as greasy or sweet and I would come here all of the time if I lived in Montreal. I ordered the Bangkok egg rolls (Crispy and light, the skin is thin, and the sauce is not doused with sugar - fantastic!) and chicken Pai Thai.  I preferred my bean sprouts cooked and had to ask for it twice to get it right. Both are excellent. If you can, grab a table outside on the patio. I ordered the Jasmin tea (tea bag in a pot) - I would skip if I were you."
