user_url,user_name,user_city,user_rating,user_review
/user_details?userid=xg_96kkO-lF9oCc1PzrQgA,Leo L.,"Montreal, Canada",5 star rating,"A Mexican review here on a Mexican restaurant. Yes, the food here is fantastic.I visited this place after a very awful day, but the food here made me a happy person again. Portions, speed, flavor, presentation, all amazing.I had the Villamelon Tacos and they are done as the one's in Mexico city. For anyone who is looking for hot salsas, I guarantee you will not be disappointed. You can even order the level of spicyness.I felt like home.The tamales are really good and the chilaquiles are brilliant. The tamarind flavored water was delicious. This is a perfect spot for families, couples, and friends. If you are looking for Mexican candies, Salsas, ordinary Meixcan cuisine tools, this spot is for you. I am definetly coming back.#NoEraPenal"
/user_details?userid=4rCxhWOWHF05dwhYIL9SYw,El D.,"Albuquerque, NM",5 star rating,"I was skeptical at first but left convinced that this is the real deal. The decor is unique, ""No Era Penal"", lol. You can't go wrong with anything you order. The tamales are definitely their forte, my fave was the green chicken tamales but the red pork adobo was also on par. I recommend smothering them in salsa (be for-warned I was skeptical and added a tad bit more than I should have, it is hot). If this still doesn't convince you, grab an elote (whole corn) it is legit and the Tajín does the trick."
/user_details?userid=WX6Xv1uhnOSAZT2GWJvD8w,Herve E.,"Montreal, Canada",4 star rating,"My favorite Mexican restaurant in Montreal so far! With all the right colors, friendly smiles and quirky decorative elements. The horchata of the day is invariably fabulous and my favorite may forever remain their Sincronizada Poblana. They also make excellent Tamales. This place truly makes me happy. Do try it!"
/user_details?userid=0C_kTzETOV_1m-fSeYGuJQ,Vivian S.,"Toronto, Canada",3 star rating,I'm sure this food is better not order as take out but it's hard to judge that so please keep this in mind when reviewing.  We ordered from Ubereats and the driver got lost so we were pretty famished.Mole tamales wete the thing I was looking forward to most having had some in Mexico and having fond memories.  Flavour was great but tamale was a little dry in texture.  The tacos were yum and the salad was okay..a little high prices I thought.   The spicy sauce was HOT but flavorful.  The horchata tasted goid but I've never had pink horchata so was a little confused by that.   Watermelon juice really refreshing.   Really great flavours all around..we need to try them innperson to give them a fair taste test.
/user_details?userid=U95wccXN_J8JwA5Ktlu8tw,Amber H.,"Montreal, Canada",4 star rating,"Happy we finally got to try this place out I'm not usually in this location but it was great!It's very authentic and extremely well priced. I had the gringa which was a large taco with cheese pineapple and chicken, served with onions and coriander on top. The two wedges of lime that came with it was all it needed it was wonderful !! There own hot sauce comes with each plate pretty much so don't you worry spice lovers.Next up we shared the veal sandwich, we weren't exactly sure if it was going to be chicken or veal as it only said melianese on the board but it was okay. The meat wasn't very crispy but the guacamole and fried beans with lettuce and mayo inside made the flavours pop. We tried the corn on the cob stick with mayo and ketchup seasoning, it wasn't fresh the corn and we didn't really like the mayo combination. To be fair it was my first time having it soI'm not sure what it's supposed to taste like.Last but not least the crispy little tacos with pork guacamole pineapple and onions, it was really good.Our waitress was very nice and came right up to us as soon as we got in. I was really impressed with all the little pictures and signs and decorations it made you feel like you were at home eating.Would definitely go back"
/user_details?userid=VMfwMYh8iJapW807Pu1Diw,Jenviev A.,"Le Plateau-Mont-Royal, Canada",4 star rating,"Cuteness overload! This place is such a nice little Mexican restaurant, fun for a family night outing or casual friend hangout. I'll confess, I was weary that such an adorable Mexican joint, might mean the food wouldn't be up to par (I'm used to the Saint Hubert street Mexican dives that offer super delicious and authentic food). Although I only had the chance to try the tamales, they were fantastic!! In fact all the food I saw seemed to be the real deal. The only catch is you'll definitely pay more than on Saint Hubert, but it seems worth it to me if you're looking for a slightly more upscale Mexican experience."
/user_details?userid=QQoJ94IlLIG-162eLsT7Yg,Courtney K.,"Stratham, NH",5 star rating,Hands down the best Mexican restaurant I've been to in the city. My boyfriend is from San Antonio and he says that this restaurant is on par with the restaurants at home! Will be returning again soon - and often!
/user_details?userid=r6PbQjtij6gcalYWBBrILg,Maria B.,"Laval, Montreal, Canada",4 star rating,Amazing little restaurant ! It's quite easy to walk by it or miss it but if you walk in you'll see that this place is decorated quite beautifully and has a great amazing Latin vibe. I had never been able to find elotes until I ate here and they are amazing ! Had 4 different tacos here and each was amazing this fish and al pastor were my favourites. Great flavour and good size ! And if your looking for horchata hit this place up ! Amazing service good food what's not to love ?
/user_details?userid=qu0j85X0gb4Jx7c1FpeEUA,Chelsea R.,"Farmington, CT",5 star rating,"What a beautiful little restaurant nestled near the Mile End district of Montreal-- my friends and I had an amazing experience here. We came an hour before closing, so it was very relaxed and quiet. It was just the four of us who decided to sit down and eat, but near closing a ton of people showed up to get take-out.None of us are fluent in French (traveling) but our waiter was happy to accommodate us in English and Spanish and was especially friendly.I ordered horchata, the tacos al pastor and a pork tamale. The horchata came in a big mason jar which was plenty enough to share with all of my friends and super smooth with just the right amount of mixture. My friend's hibiscus drink also came the same way.The tacos were so good I finished the whole damn thing (this is an accomplishment for someone who gets made fun of for getting full too easily), and the slightly caramelized (or roasted?) pineapple combo with the tender pieces of pork are still something I'm thinking about a week later. All of the salsa I tried was very flavorful with a decent bit of heat, and the tamale was also really well made! I really enjoyed the atmosphere of this place, it truly felt like we took a little detour from Canada to experience a family's homemade Mexican meal. The decorations were all very cute and colorful, with photos of Mexican history and culture spread throughout. There was also a little grocery by the register selling various Mexican ingredients for food, candy (Mazapan!) and even a jar full of luchador action figures if you wanted."
/user_details?userid=yxgLJnI9zE-2BLOasHJPjQ,Mark R.,"Nobleton, Canada",5 star rating,"Start to finish fantastic.  Friendly.  Fresh food interesting flavor combinations.  Not many tables and very casual so you may have to wait but trust me, wait!"
/user_details?userid=5HiO4RFBVtAc7EY6w2mmRg,Vanessa V.,"Côte Saint-Luc, Canada",5 star rating,"delicious tacos that remind me so much of Mexico! i got the shrimp tacos and my bf got the el pastor ones. service fast and super friendly, very clean and very inviting from the outside. highly recommend!"
/user_details?userid=OyWhTonjjiaIzjSeNPeGcA,Koji S.,"Le Plateau-Mont-Royal, Montreal, Canada",5 star rating,"Perhaps ironically, it was the tamales that we were least impressed by - the other things we ordered were very tasty. The rice-based drink (whose name escapes me) turned out to be the perfect amount of sweet. It's a very petite location, and the decor is delightful; service was a bit slow, but it's clear that they're a bit understaffed/it's a small-scale operation. Price was reasonable! They offer a selection of Mexican ingredients/groceries in the back."
/user_details?userid=qnP0UU7J-F2f5y4xl3zz2w,Alexhya D.,"Laval, Canada",5 star rating,My little brother and I were looking for a Mexican restaurant and decided to try this place. I had the Baja tacos which were great and the service was quick. I would definitely come again.
/user_details?userid=4LUG6dffnqgGxE6HxJ0wOw,Tammy M.,"Montreal, Canada",5 star rating,"Hunger managed!  Baja Tacos rockin my taste bud tissues happy place. Salsa, perfecto!Ambiance delightful.  Food is clean, fresh!No cerveza but that dont get in the way. The lemonade was quenching.  Will be back. Have been back. Will be back again. Tune du soir: youtu.be/h3z8DnS_0egAngelly and I each have a different treatment to pork tacos.  Both excellent!Definitely an in-the-hood regular ""happy place"" provider."
/user_details?userid=tLa8oaGfwYj2zX3IFGv67g,Quintin A.,Hong Kong,3 star rating,"Came here on a hot sunny day.Taco selection quite diverse and they all look homemade judging by the decor and the fact you can see into the kitchen. I had the Villamelon tacos, 3 in an order and was chorizos, beef, cactus, and chicharrons (fried pork skin). However, it was too dry, lacking juiciness and the only sauce was insanely spicy.Hortchata was great though and served in a mug!Decent taco place overall."
/user_details?userid=MWCPUFk-fnNXehPosCtwHA,Geneviève F.,"Montreal, Canada",5 star rating,"Excellent Tacos and Tamales! I especially recommend the baja shrimp tacos, they make me go back to this place almost weekly. Service is fast and staff is amicable, great recommendations by them on what to order. The price is fair and the atmosphere/decor is memorable and lovely. I highly recommend it, cheers!"
/user_details?userid=3AsvIawjmX5LoRFg_GYM3w,David M.,"Edmonton, Canada",5 star rating,"Go here!!So freaking good.  We had four different tacos, chips/guac, agua fresca, and churros.  And it was all so fantastic.  Food came out fast, service was fantastic, quality was high, and price was right."
/user_details?userid=0X18tI4Z2T-AvVvVj4XVNA,Sarah O.,"Montreal, Canada",5 star rating,I have tried a lot of guacamolé. This is the best. Also the sauce of their braised porc tacos...
