id,name,url,review_count,categories,rating,latitude,longitude,price,location,phone
NSbVtd0lzORHV7NaubG9Pg,La Bûche,https://www.yelp.com/biz/la-b%C3%BBche-qu%C3%A9bec-2,490.0,"['newcanadian', 'french']",4.0,46.81125,-71.20789,$$,"['49 Rue Saint-Louis', 'Quebec City, QC G1R 3Z2', 'Canada']",+14186947272
uxrvc9CYDJhDUqiXNVWmww,L'Affaire Est Ketchup,https://www.yelp.com/biz/l-affaire-est-ketchup-qu%C3%A9bec,170.0,['french'],4.5,46.81248,-71.23054,$$$,"['46 Rue Saint-Joseph E', 'Quebec City, QC G1K 3A7', 'Canada']",+14185299020
_6i1Xi40PO3mPQgqzpU34Q,Le Hobbit,https://www.yelp.com/biz/le-hobbit-qu%C3%A9bec-2,395.0,['french'],4.0,46.810749,-71.218765,$$,"['700 Rue Saint Jean', 'Quebec City, QC G1R 1P9', 'Canada']",+14186472677
Rvdr4-J6rJcw9kSxLq87BA,Le Billig,https://www.yelp.com/biz/le-billig-qu%C3%A9bec-2,508.0,"['creperies', 'french']",4.5,46.809379,-71.221245,$$,"['481 Rue Saint-Jean', 'Quebec City, QC G1R 1P5', 'Canada']",+14185248341
SEFfpZihRMHNr7F7QDKzAA,Buvette Scott,https://www.yelp.com/biz/buvette-scott-qu%C3%A9bec,158.0,"['newcanadian', 'bars']",5.0,46.809244,-71.221158,$$$,"['821 Rue Scott', 'Quebec City, QC G1R 3C8', 'Canada']",+15817414464
MtKu8mygNxhrCvLbtLpKaw,Le Lapin Sauté,https://www.yelp.com/biz/le-lapin-saut%C3%A9-qu%C3%A9bec-3,622.0,['french'],4.5,46.8118399,-71.2039099,$$$,"['52 Rue du Petit-Champlain', 'Quebec City, QC G1K 4H4', 'Canada']",+14186925325
Uy7dD9HlsxtN8jytsYm1jA,Chez Tao!,https://www.yelp.com/biz/chez-tao-qu%C3%A9bec,17.0,"['panasian', 'cocktailbars']",4.5,46.81178,-71.23362,,"['104 Rue Saint-Vallier O', 'Quebec City, QC G1K', 'Canada']",+14182041850
12KhumDjHl7rw9NL-zgVTA,Tora-Ya Ramen,https://www.yelp.com/biz/tora-ya-ramen-ville-de-qu%C3%A9bec,38.0,['ramen'],4.5,46.81223,-71.23009,$$,"['75 Rue Saint-Joseph E', 'Ville de Québec, QC G1K 3A6', 'Canada']",+14187801903
Uffp5mVAT7Lw3a__88tigg,Chez Gaston,https://www.yelp.com/biz/chez-gaston-qu%C3%A9bec,46.0,['poutineries'],4.5,46.814423,-71.2274516,$,"['332 Rue Dorchester', 'Quebec City, QC G1K 6A2', 'Canada']",+14185230677
6R3kHxQn2eQUXecIibmICA,Le Saint-Amour,https://www.yelp.com/biz/le-saint-amour-qu%C3%A9bec-5,177.0,['french'],4.5,46.81126342142835,-71.21029902515001,$$$$,"['48 Rue Sainte-Ursule', 'Quebec City, QC G1R 4E2', 'Canada']",+14186940667
pf66_XZNdnGWB3ZyHj3Zng,Cochon Dingue,https://www.yelp.com/biz/cochon-dingue-qu%C3%A9bec,568.0,"['breakfast_brunch', 'french']",4.0,46.8115192646211,-71.2034053721637,$$,"['46 Boulevard Champlain', 'Quebec City, QC G1K 4H5', 'Canada']",+14186922013
rsbjroEj4HR0_TDqLfxSTw,Kraken Cru,https://www.yelp.com/biz/kraken-cru-qu%C3%A9bec,10.0,['seafood'],4.5,46.811948,-71.234725,$$,"['190 Rue Saint-Vallier O', 'Quebec City, QC G1K 1K1', 'Canada']",+15817419099
_aQIs0vQjx0yU-RhGsudOw,Le Café du Clocher Penché,https://www.yelp.com/biz/le-caf%C3%A9-du-clocher-pench%C3%A9-qu%C3%A9bec-2,114.0,"['french', 'modern_european']",4.5,46.812945,-71.2283006,$$,"['203, Rue Saint-Joseph E', 'Quebec City, QC G1K 3B1', 'Canada']",+14186400597
HcUZcczBvzD5MPA1fKhe2A,Poutineville,https://www.yelp.com/biz/poutineville-qu%C3%A9bec,107.0,"['burgers', 'sandwiches', 'poutineries']",4.5,46.815872,-71.219806,$$,"['735 Rue Saint-Joseph E', 'Quebec City, QC G1K 3C6', 'Canada']",+15819818188
8PzDLcDDUws29ItLBed5gw,Le Voisin,https://www.yelp.com/biz/le-voisin-qu%C3%A9bec,12.0,['tapas'],4.5,46.8135032,-71.2265314,,"['299 Rue Saint-Joseph E', 'Quebec City, QC G1K 3B1', 'Canada']",+15817419007
C_T1ol55HRVhuz2Z1qaavg,Torii Izakaya,https://www.yelp.com/biz/torii-izakaya-qu%C3%A9bec-2,4.0,['japanese'],4.5,46.81577,-71.219572,,"['771 Rue Saint-Joseph E', 'Quebec City, QC G1K 3C7', 'Canada']",+15819818674
lzqwyUyXDTZVtv54SKXFxw,Ophelia,https://www.yelp.com/biz/ophelia-qu%C3%A9bec,38.0,"['seafood', 'steak']",4.5,46.806534,-71.216661,,"['634 Grande Allée E', 'Quebec City, QC G1R 2K5', 'Canada']",+14185248228
kJCNPTqlInUXDXnKTXwIYg,Fanamanga,https://www.yelp.com/biz/fanamanga-qu%C3%A9bec-4,15.0,"['comicbooks', 'bubbletea', 'japanese']",4.0,46.81537,-71.22143,$$,"['650 rue Saint-Joseph', 'Quebec City, QC G1K 3B9', 'Canada']",+14186145052
YDzP6mPH0f8FeHHNj59TdQ,Paillard,https://www.yelp.com/biz/paillard-qu%C3%A9bec-2,575.0,"['bakeries', 'sandwiches', 'macarons']",4.0,46.8136374529641,-71.2107191720847,$,"['1097 Rue Saint-Jean', 'Quebec City, QC G1R 1S3', 'Canada']",+14186924392
Se-4Dak39yjo94PRMb9FNg,Le Croquembouche,https://www.yelp.com/biz/le-croquembouche-qu%C3%A9bec-2,82.0,"['bakeries', 'sandwiches', 'chocolate']",4.5,46.81299,-71.22776,$,"['225 Rue Saint-Joseph E', 'Quebec City, QC G1K 3B1', 'Canada']",+14185239009
7VcdLIeJozGmTRsVaM71ig,Bistro St-Malo,https://www.yelp.com/biz/bistro-st-malo-qu%C3%A9bec-3,350.0,['bistros'],4.0,46.816224,-71.204054,$$,"['75 Rue Saint-Paul', 'Quebec City, QC G1K 3V8', 'Canada']",+14186922004
Au18gllJNJD6rnNL3C4rTQ,L'Entrecôte,https://www.yelp.com/biz/l-entrec%C3%B4te-qu%C3%A9bec,139.0,"['steak', 'bistros']",4.0,46.81377,-71.21134,$$,"['1080 Rue Saint-Jean', 'Quebec City, QC G1R 1S4', 'Canada']",+14186940234
XDTJHr9dFToH4ZzpJpgXLw,Légende,https://www.yelp.com/biz/l%C3%A9gende-qu%C3%A9bec-2,116.0,['newcanadian'],4.5,46.8169939,-71.2101369,$$$,"['255 Rue Saint-Paul', 'Quebec City, QC G1K 3W5', 'Canada']",+14186142555
fRWNfaU3yRacYXMnOfYqIw,Chez Boulay,https://www.yelp.com/biz/chez-boulay-qu%C3%A9bec-8,340.0,"['breakfast_brunch', 'bistros']",4.5,46.814016,-71.210808,$$$,"['1110 Rue Saint-Jean', 'Quebec City, QC G1R 1S4', 'Canada']",+14183808166
PfuI7DVJp6X3vopfhQclsw,Laurentien Buvette Gourmande,https://www.yelp.com/biz/laurentien-buvette-gourmande-ville-de-qu%C3%A9bec,11.0,['gastropubs'],5.0,46.8151825186518,-71.2253111044937,$$,"['325 Rue de la Couronne', 'Ville de Québec, QC G1K 2T7', 'Canada']",+15813003930
qW_MKNoSsW_YxiXyZ29aZw,La Poutinerie,https://www.yelp.com/biz/la-poutinerie-qu%C3%A9bec-2,19.0,"['hotdogs', 'poutineries']",4.0,46.80717,-71.24463,$,"[""292 Rue Marie de l'Incarnation"", 'Quebec City, QC G1N 3G6', 'Canada']",+14183531630
Z2QQh9hxFZYM5Q-KKtiXMQ,La Gueule de Bois,https://www.yelp.com/biz/la-gueule-de-bois-qu%C3%A9bec,25.0,"['newcanadian', 'french']",5.0,46.8114725,-71.2272984,$$$,"['207 Rue Saint-Vallier E', 'Quebec City, QC G1K 3P2', 'Canada']",+14183530505
JdVikaAXRWvA4qEknmT0_Q,Diner Saint-Sauveur,https://www.yelp.com/biz/diner-saint-sauveur-qu%C3%A9bec-2,3.0,"['diners', 'burgers']",4.5,46.81138,-71.24014,,"['450 Rue saint-vallier O', 'Quebec City, QC G1K 1L1', 'Canada']",+15817414090
-P3RDPPz9WLAft5SWXVnNQ,Le Renard et la Chouette,https://www.yelp.com/biz/le-renard-et-la-chouette-qu%C3%A9bec-3,39.0,['cafes'],4.5,46.81133,-71.23383,$$,"['125 Rue Saint-Vallier O', 'Quebec City, QC G1K 1J9', 'Canada']",+14189145845
bpvM8zJR6oNvJCJgd3hipQ,L'Orygine,https://www.yelp.com/biz/l-orygine-qu%C3%A9bec,34.0,['bistros'],5.0,46.813401,-71.202346,,"['36 1/2 Rue Saint-Pierre', 'Quebec City, QC G1K 3Z6', 'Canada']",+14188724386
0WQNhJlRjkjP6Fz8LZavNA,Aux Anciens Canadiens,https://www.yelp.com/biz/aux-anciens-canadiens-qu%C3%A9bec,309.0,['newcanadian'],4.0,46.812,-71.20741,$$$,"['34 Rue Saint-Louis', 'Quebec City, QC G1R 4P3', 'Canada']",+14186921627
vsU4cAIkO6OHXzZFim1Jcw,Chez Victor,https://www.yelp.com/biz/chez-victor-qu%C3%A9bec-7,123.0,"['burgers', 'poutineries']",4.5,46.81714,-71.211762,$$,"['300 Rue Saint-Paul', 'Suite 140', 'Quebec City, QC G1K 7R1', 'Canada']",+14187812511
QudPfi_aLjZYKc4lghsV3A,Le Pape Georges,https://www.yelp.com/biz/le-pape-georges-qu%C3%A9bec-2,69.0,"['newcanadian', 'pubs']",4.5,46.81242,-71.2034,$$,"['8 Rue du Cul-de-Sac', 'Quebec City, QC G1K 8L4', 'Canada']",+14186921320
h8i-aCKqai3dMm2QQ5rhUA,Le Bouchon du Pied Bleu,https://www.yelp.com/biz/le-bouchon-du-pied-bleu-qu%C3%A9bec,18.0,['french'],4.5,46.8117099,-71.2345251,$$$,"['179 Rue Saint-Vallier O', 'Quebec City, QC G1K 1J9', 'Canada']",+14189143554
UW6heW-UoHiphnyk5QiMGA,Patente et Machin,https://www.yelp.com/biz/patente-et-machin-qu%C3%A9bec,60.0,['newcanadian'],4.5,46.811604,-71.23293230061206,$$$,"['82 Rue Saint-Joseph O', 'Quebec City, QC G1K 1W9', 'Canada']",+15819813999
FtV9mIopuRk51-cGjqd_fQ,Le Continental,https://www.yelp.com/biz/le-continental-qu%C3%A9bec-2,154.0,['french'],4.5,46.81191,-71.20698,$$$$,"['26 Rue Saint Louis', 'Quebec City, QC G1R 3Y9', 'Canada']",+14186949995
MDSRVMAq0Xx5MTTLPCCjXw,Le23,https://www.yelp.com/biz/le23-qu%C3%A9bec-3,3.0,['buffets'],5.0,46.810661,-71.214743,,"['1100 Boulevard René-Lévesque E', 'Quebec City, QC G1R 5V2', 'Canada']",+14186472411
NE-AHhtKWmIV9CRBIxZ0XA,Aux Deux Violons Restaurant,https://www.yelp.com/biz/aux-deux-violons-restaurant-qu%C3%A9bec,6.0,"['mediterranean', 'moroccan']",4.5,46.80243,-71.23016,$$,"['310 Boulevard René Lévesque Ouest', 'Quebec City, QC G1S 1R9', 'Canada']",+14185231111
